schema_version	status	latest	organism	assembly	upstream	downstream	jaspar_release	tax_group	background_version	artifact	artifact_sha256	motif_count	promoter_count	annotation_hash	promoter_hash	motif_hash	annotation_snapshot	annotation_source	annotation_retrieved_at	scoring_spec	pscanr_version	pscanr_commit	bioc_version	generated_at
1	validated	TRUE	mm	mm39	1000	0	2024	vertebrates	1	BG_files/J2024_mm39_1000u_0d_UCSC.psbg1.txt	420e1045dc26dc7e92241fa81b80872726cd6fa14d2d70e7fd40ddeb87df7489	879	33378					ncbiRefSeqCurated		pscan-best-hit-v1				
1	validated	TRUE	sc	sacCer3	200	50	2024	fungi	1	BG_files/J2024_sacCer3_200u_50d_UCSC.psbg1.txt	0bb131084be9cf3531be0fd30a5c74a993e4d4fd89122092054d78a211d38b07	178	6544					sgdGene		pscan-best-hit-v1				
1	validated	TRUE	sc	sacCer3	450	50	2024	fungi	1	BG_files/J2024_sacCer3_450u_50d_UCSC.psbg1.txt	547e1804a1aacaaa8dce3d612b72dc6e9824f9e6fcc177579e95af458c7dff64	178	6570					sgdGene		pscan-best-hit-v1				
1	validated	TRUE	sc	sacCer3	500	0	2024	fungi	1	BG_files/J2024_sacCer3_500u_0d_UCSC.psbg1.txt	61ea25cbc35f35c8aaf4e57a2586f5d7abb8307ef81930c9ed82db9f66ffcdc3	178	6571					sgdGene		pscan-best-hit-v1				
1	validated	TRUE	sc	sacCer3	950	50	2024	fungi	1	BG_files/J2024_sacCer3_950u_50d_UCSC.psbg1.txt	0d00f8cb21e2bcc22381c01b12552de8c9a7f0cd4aeb3f95da3c8c376718cefe	178	6571					sgdGene		pscan-best-hit-v1				
1	validated	TRUE	sc	sacCer3	1000	0	2024	fungi	1	BG_files/J2024_sacCer3_1000u_0d_UCSC.psbg1.txt	1c1ee554a80f584716cff3335b38bdc8533341fe2aab801cd01e29fcfe00e3c1	178	6571					sgdGene		pscan-best-hit-v1				
1	validated	TRUE	at	TAIR9	200	50	2024	plants	1	BG_files/J2024_TAIR9_200u_50d_TAIR.psbg1.txt	f592c73ed95e60359bf94c5c5d4de51f44fdc081a1ea7b24d7ef9243670da981	805	36331					raw_data/TAIR9_GFF3_genes.gff		pscan-best-hit-v1				
1	validated	TRUE	at	TAIR9	450	50	2024	plants	1	BG_files/J2024_TAIR9_450u_50d_TAIR.psbg1.txt	188f8f69e257ac80e43853d2cfe27d6e8d43e02ad2719793b8990c4dfd9058f6	805	36368					raw_data/TAIR9_GFF3_genes.gff		pscan-best-hit-v1				
1	validated	TRUE	at	TAIR9	500	0	2024	plants	1	BG_files/J2024_TAIR9_500u_0d_TAIR.psbg1.txt	68ee02551035ac66a96ae0f1ca363132fc40767e0e0b6b59060d200dea7ed1d9	805	36371					raw_data/TAIR9_GFF3_genes.gff		pscan-best-hit-v1				
1	validated	TRUE	at	TAIR9	950	50	2024	plants	1	BG_files/J2024_TAIR9_950u_50d_TAIR.psbg1.txt	117c354876029c7ae735de0016c7128415c8c54850fcefc464be4e8663d716fc	805	36406					raw_data/TAIR9_GFF3_genes.gff		pscan-best-hit-v1				
1	validated	TRUE	at	TAIR9	1000	0	2024	plants	1	BG_files/J2024_TAIR9_1000u_0d_TAIR.psbg1.txt	ae03cc4f315e62dca13f7f830094cd15c6a4c32e85e6bf1d1c28723f012bd33e	805	36405					raw_data/TAIR9_GFF3_genes.gff		pscan-best-hit-v1				
