artifact	motif_count	promoter_count	problems	sha256
J2024_dm6_1000u_0d_UCSC.psbg1.txt	286	22513		79f0fd1cedde60e3ec6c2ce4645cd20bb3bb956fb0dd68a8834b50e508099f4c
J2024_dm6_1000u_0d_UCSC.psbg2.txt	286	22513		b4a1f3513834bfa44b1d32e4a6796ed9c846f04844f28195486b52791c00d0ab
J2024_dm6_200u_50d_UCSC.psbg1.txt	286	22400		3ab838ce7f3b78c82350afc42b7fb17a02f7972b9b838004769c33c18e8ed1b9
J2024_dm6_200u_50d_UCSC.psbg2.txt	286	22400		5b445038a80d38359b7fa5a840337b697ff7f28b70872cb5ae14eea95580a9c6
J2024_dm6_450u_50d_UCSC.psbg1.txt	286	22454		9094990dcae56bed324ee64ba7f0be5d5d808c7bf6fbcb35447db3a022f8e481
J2024_dm6_450u_50d_UCSC.psbg2.txt	286	22454		5e4f96039597f9a5625e3ec9e1ed1f9d120e008d285818ab3201c413aafb13f1
J2024_dm6_500u_0d_UCSC.psbg1.txt	286	22460		94a8639ce9d5a837fa28cd6f2f2d44fb7fcc4a142f7df2171e8367501f6a583a
J2024_dm6_500u_0d_UCSC.psbg2.txt	286	22460		5cca7fe7010227a32459fd8fef92395ce18581e00e3d90ec2674be9aff174cef
J2024_dm6_950u_50d_UCSC.psbg1.txt	286	22511		1ed139ce227312cc49344a188cea6451a7afb43e58f2f35a77e5d1c23f584af6
J2024_dm6_950u_50d_UCSC.psbg2.txt	286	22511		b8c6c3fc4ee3de16de8289fc9e93812c0f11a182717dfca6169a83881b184885
J2024_hg38_1000u_0d_UCSC.psbg1.txt	879	39581		50a7287f0c06e147fa1cd3ba1a9b66da8f0e609895e2c4dee1884526dae85716
J2024_hg38_1000u_0d_UCSC.psbg2.txt	879	39862		9467ab82e0e590b78aa5854f9ccfec944b1f4d2e205d79a900e4a036ce626ce0
J2024_hg38_200u_50d_UCSC.psbg1.txt	879	39438		db173960a7e97f616ed60b19db917bfbe8e28969ace0b6ed6c6a3cb3eae37249
J2024_hg38_200u_50d_UCSC.psbg2.txt	879	39719		15be78d01840185d10248a3ffa9b1eb57b99d16f29e89738192e5f32cd9aa01d
J2024_hg38_450u_50d_UCSC.psbg1.txt	879	39518		db59de5123b1fa4c472828068525023b194d8c83606735dae82d4b027ab20ee3
J2024_hg38_450u_50d_UCSC.psbg2.txt	879	39799		500eee79410b85aca2f6953311185e60ea5e9d705f400c3dc1b2284b5e0d4d96
J2024_hg38_500u_0d_UCSC.psbg1.txt	879	39524		4ee7e90ed525d1a0899286f2f3b434c9d9634978a0a13b158b6eb89bfc5868db
J2024_hg38_500u_0d_UCSC.psbg2.txt	879	39805		f3bbb082830406325fbbdf43d2d2486f2b82ec8d546a3e8c396daf582ac0830d
J2024_hg38_950u_50d_UCSC.psbg1.txt	879	39583		0749113451626b6a4e1cc3c50453ae364ba8ce80e48a5232c4be46d409104aa1
J2024_hg38_950u_50d_UCSC.psbg2.txt	879	39864		baf4ea1bbcbd6baf579028bc41f133580fd1bd087117a45f26a65332f80f99ca
J2024_hs1_1000u_0d_UCSC.psbg1.txt	879	39591		664a473f02cd1cfd9f740193139190b6b2cfcb7de9768316126e05c79df5aee6
J2024_hs1_1000u_0d_UCSC.psbg2.txt	879	39591		05ae44060f40de51af61f56c570fe6840937cfacb5f2498b36ce13d3ef22611e
J2024_hs1_200u_50d_UCSC.psbg1.txt	879	39405		3b85d10ab2c9f15a96cfecc29e50df8141ac8353a6cfc89056f9bbb69a89bdfc
J2024_hs1_200u_50d_UCSC.psbg2.txt	879	39405		dae11a05ebc36bbd7176018afda45d3a89c078bcf3aaf23f3136ec9b39b157c5
J2024_hs1_450u_50d_UCSC.psbg1.txt	879	39500		addf66427619426d03866c3179507fe3f904a752afb1e0578300da1c90990038
J2024_hs1_450u_50d_UCSC.psbg2.txt	879	39500		3c366be416b98f971285ad3997d2d077fe20dc22e69a74c568b830e25825bd47
J2024_hs1_500u_0d_UCSC.psbg1.txt	879	39503		595e56b32ae7dd23f7947301cdb11e1236f614f00cb022a7b6e10268a5eec90f
J2024_hs1_500u_0d_UCSC.psbg2.txt	879	39503		07381af854b8db2853d3e582cbc216f2189ea58b1b7a8c6f9ce90f7fe8cfec4f
J2024_hs1_950u_50d_UCSC.psbg1.txt	879	39591		92d5591b9828d1a2a4a6b1767c9b691318204ff49eec416640237d5c6a499b53
J2024_hs1_950u_50d_UCSC.psbg2.txt	879	39591		4fc5a3251a6038a29586975ee7bdc223fd2eb6e3b9bdb27d42cf733536585f3a
J2024_mm10_1000u_0d_UCSC.psbg1.txt	879	31508		6fd8ac4e3e14732f4d49cba09354c9448108a3f102291d8d3ce6b8eee2f3844e
J2024_mm10_1000u_0d_UCSC.psbg2.txt	879	31508		0bfed7c268f994121a2c4b54293349d223d42cb18b422fb97f39e2047e3ee237
J2024_mm10_200u_50d_UCSC.psbg1.txt	879	31383		38d1721106ec15793be10262c322db0bd06e66961e8ac04e3bcbc6a8909af2e4
J2024_mm10_200u_50d_UCSC.psbg2.txt	879	31383		b6972a9698ed3496f08ea4a7735123db413f461990db73e024409aa4727a64b2
J2024_mm10_450u_50d_UCSC.psbg1.txt	879	31440		3c7e792a23731457052d5c71ed06792e841675405fa31fcdf0c197591f94f80a
J2024_mm10_450u_50d_UCSC.psbg2.txt	879	31440		4a38cf31ea214c3553d982beb11775a45cbad6ba3d83d0bcc1223fc8fae07029
J2024_mm10_500u_0d_UCSC.psbg1.txt	879	31443		81b0e96df920814420cb2f42b483ccd91282095f746657e889c6fc708a301352
J2024_mm10_500u_0d_UCSC.psbg2.txt	879	31443		64dd42754af4ac08d407717e91f1ba776ab628ce19f819f4d12d1af50f82976c
J2024_mm10_950u_50d_UCSC.psbg1.txt	879	31504		ce87164feb7d913b946787d571d550c48ff531e971f2a5c2f0c8c461da2bd207
J2024_mm10_950u_50d_UCSC.psbg2.txt	879	31504		686766b034479c952efa82f65dc4e8bb729561ea9d4395451e9dbcddac69f950
J2024_mm39_1000u_0d_UCSC.psbg1.txt	879	33378		420e1045dc26dc7e92241fa81b80872726cd6fa14d2d70e7fd40ddeb87df7489
J2024_mm39_1000u_0d_UCSC.psbg2.txt	879	33378		874ae59955fb8cfcb659fa1f3bd87e5b1e0c5c88eaa39531a9f7e00349d03091
J2024_mm39_200u_50d_UCSC.psbg1.txt	879	33248		24ef8d4118634075dea8baa604488a2081d8cc6cd9b94faa5ba94f072969c1d4
J2024_mm39_200u_50d_UCSC.psbg2.txt	879	33248		7a281efdefe9284783f902714e5d62843616c5761d1def195d4e84f61a545f85
