key	organism	assembly	upstream	downstream	jaspar_release	reference_artifact	reference_sha256	candidate_artifact	candidate_sha256	reference_size	candidate_size	reference_motifs	candidate_motifs	shared_motifs	added_motifs	removed_motifs	mean_correlation	sd_correlation	mean_absolute_delta	mean_maximum_delta	sd_absolute_delta	sd_maximum_delta	normalized_mean_shift_p95	normalized_mean_shift_maximum	sd_ratio_p01	sd_ratio_median	sd_ratio_p99	sd_ratio_minimum	sd_ratio_maximum	zero_variance_sentinels	promoter_count_delta	promoter_count_relative_delta
dm:dm6:500:0:2022	dm	dm6	500	0	2022	BG_files/J2022_dm6_500u_0d_UCSC.psbg1.txt	0751fbdb34218880f8eb6312c07ec057abcbf2252edb0d3873ed435c8e32c484	BG_files/J2022_dm6_500u_0d_UCSC.psbg2.txt	0a5f5e040937712ab0941957035e36e9c9ebf3fb4d638d9aeb90f59a70ffaf47	22460	22460	150	150	150	0	0	1	1	6.66133814775094e-18	9.99200722162641e-16	4.62592926927149e-18	1.04083408558608e-16	0	2.08093767119716e-14	0.999999999999999	1	1	0.999999999999997	1	0	0	0
dm:dm6:950:50:2022	dm	dm6	950	50	2022	BG_files/J2022_dm6_950u_50d_UCSC.psbg1.txt	ea886b899cb5b5fab0f37187a1b47bbdb8002afe07814b8ee9de61c17394e02f	BG_files/J2022_dm6_950u_50d_UCSC.psbg2.txt	5fe792b6b4998940d25e8c5ccb15eb36549b9868a9cc3500aae4898868002edf	22511	22511	150	150	150	0	0	1	1	1.99840144432528e-17	9.99200722162641e-16	5.99057840370657e-18	1.04083408558608e-16	0	2.87769422828407e-14	0.999999999999997	1	1	0.999999999999996	1	0	0	0
dm:dm6:1000:0:2022	dm	dm6	1000	0	2022	BG_files/J2022_dm6_1000u_0d_UCSC.psbg1.txt	9a2c7a1bd42eec2d5f13cb56a74b992fbc64e898598d502718a90cd01ea08820	BG_files/J2022_dm6_1000u_0d_UCSC.psbg2.txt	2a6239646d5bfc1a2af4470e307ce07a03a65d1b96cd6fcffae02682514ac773	22513	22513	150	150	150	0	0	1	1	6.66133814775094e-18	9.99200722162641e-16	5.36607795235492e-18	1.11022302462516e-16	0	1.69233089627255e-14	0.999999999999999	1	1	0.999999999999998	1	0	0	0
hs:hg38:200:50:2022	hs	hg38	200	50	2022	BG_files/J2022_hg38_200u_50d_UCSC.psbg1.txt	349201e1c3e1471592f97f50d13426f31a9046d58df506745a2e75f3a54f0c2d	BG_files/J2022_hg38_200u_50d_UCSC.psbg2.txt	7ff35740ce39b2e42a8d08b884cf7a56ceea575c3d3ee4a0f201f1290175cd75	39438	39719	841	841	841	0	0	0.999999743198922	0.999997360985748	3.35021822030915e-05	0.000131497083719068	2.66441625647597e-05	0.000147185523947602	0.00133861822799948	0.00180415626195156	0.998963584502918	1.00018773387228	1.00147076164833	0.998185509446836	1.00197326069042	0	281	0.0071251077640854
hs:hg38:450:50:2022	hs	hg38	450	50	2022	BG_files/J2022_hg38_450u_50d_UCSC.psbg1.txt	8c696b1b6584140702df469f1f2dad0070588262b37516b3f91cff18ae120f06	BG_files/J2022_hg38_450u_50d_UCSC.psbg2.txt	18011539ff6fcb1665cd864b7d7f539256996ddf3900ec4b77d484d1fc2546c7	39518	39799	841	841	841	0	0	0.999999838672758	0.999997712202706	2.35707834544771e-05	0.000105505981937926	1.96097163404208e-05	0.0001259271682503	0.00113000584688185	0.00152112567648726	0.999068494277156	1.00013171895606	1.00115381357229	0.998125811928348	1.00215071991889	0	281	0.00711068373905562
hs:hg38:500:0:2022	hs	hg38	500	0	2022	BG_files/J2022_hg38_500u_0d_UCSC.psbg1.txt	4859e112fea773b94c3cc11be47066493ba2868c1829f6f2e4f367545abd7ca0	BG_files/J2022_hg38_500u_0d_UCSC.psbg2.txt	e0af21db7aadea43f9ee39a26cd94739077d4f334aed64ffc5c24d2849c68d41	39524	39805	841	841	841	0	0	0.999999849006398	0.999997910180244	2.29202877813742e-05	0.000108026281970042	1.91681356745951e-05	0.000131431763473702	0.00106535113098703	0.00193796971785947	0.999025631988113	1.00011714276068	1.00097942527332	0.998716040885303	1.00226381558787	0	281	0.00710960429106366
hs:hg38:950:50:2022	hs	hg38	950	50	2022	BG_files/J2022_hg38_950u_50d_UCSC.psbg1.txt	e5031e7555d0cf96b9f59a70ce3249e2a1b302c8d623a0393e6213f19c5989fa	BG_files/J2022_hg38_950u_50d_UCSC.psbg2.txt	ba075f7d7a18685e1bf686ed83b4211c9040d1132d9dd117288d2c29f548ee77	39583	39864	841	841	841	0	0	0.999999879218636	0.999997460012033	2.15780595570008e-05	0.000111955650329953	1.56729702618883e-05	9.60902260659993e-05	0.00104175463270537	0.00165844988757476	0.99910097685989	0.999989193281063	1.00094653991353	0.998321559749515	1.00176860592691	0	281	0.00709900714953389
hs:hg38:1000:0:2022	hs	hg38	1000	0	2022	BG_files/J2022_hg38_1000u_0d_UCSC.psbg1.txt	e81d241fdefaf9c48538bbbe4b2e8dd8a35200bb3cd99cf815994681dd31d4ce	BG_files/J2022_hg38_1000u_0d_UCSC.psbg2.txt	74ee7f8a93f0c90ab30dbecab200a11b1b6a38fb0575c3b22303ec708fa99b1a	39581	39862	841	841	841	0	0	0.99999986303926	0.999997431386902	2.35230947030835e-05	0.000108663517686014	1.58844712940702e-05	9.57171323998016e-05	0.00104957088522972	0.00176645210318482	0.999026669638227	0.999958830671601	1.00086981084313	0.998574083444286	1.00177152062572	0	281	0.0070993658573558
hs:hs1:200:50:2022	hs	hs1	200	50	2022	BG_files/J2022_hs1_200u_50d_UCSC.psbg1.txt	efddfbb96e48a47c436b15d2e0ff2c983d4b1d6c8b80894254954d18cf553be0	BG_files/J2022_hs1_200u_50d_UCSC.psbg2.txt	d4152c9da2ce4bc15ca8742bc2c14a3121e82bab64273002bba71987f6e3562d	39405	39405	841	841	841	0	0	1	1	7.12866151364548e-18	9.99200722162641e-16	5.78378671419616e-18	1.11022302462516e-16	0	1.97311243223031e-14	0.999999999999998	1	1	0.999999999999998	1	0	0	0
hs:hs1:450:50:2022	hs	hs1	450	50	2022	BG_files/J2022_hs1_450u_50d_UCSC.psbg1.txt	dcffa45ca1b2909b3b9483b8ae73419b485368dca26f976262071d5b4a07cfab	BG_files/J2022_hs1_450u_50d_UCSC.psbg2.txt	153bbb547952a012cd9f0214aaa54494a6c2e419d95c3b28ad655343acf65de9	39500	39500	841	841	841	0	0	1	1	7.12866151364548e-18	9.99200722162641e-16	4.51316880551398e-18	1.11022302462516e-16	0	1.65276084495101e-14	0.999999999999998	1	1	0.999999999999998	1	0	0	0
hs:hs1:500:0:2022	hs	hs1	500	0	2022	BG_files/J2022_hs1_500u_0d_UCSC.psbg1.txt	bdf379875c5f146940e944146e0e9700d2bed5476aad04f2231bf4877f1010cb	BG_files/J2022_hs1_500u_0d_UCSC.psbg2.txt	d5ea613ab3856bd8c83144cbb9e541dd8f8e85dd5c36a2807ed3a6cee53cc4a4	39503	39503	841	841	841	0	0	1	1	3.56433075682274e-18	9.99200722162641e-16	3.8613583198913e-18	1.04083408558608e-16	0	2.09167990178207e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
hs:hs1:950:50:2022	hs	hs1	950	50	2022	BG_files/J2022_hs1_950u_50d_UCSC.psbg1.txt	c9437c88e27ca38c279ad28d279fd61d0886b442110cdf8e753e2c0429fd9490	BG_files/J2022_hs1_950u_50d_UCSC.psbg2.txt	c60a594fb7af29f7fad0d1dea5f06bc3721f6041bdc6767d251c26c443933c47	39591	39591	841	841	841	0	0	1	1	5.94055126137123e-18	9.99200722162641e-16	4.50904342269358e-18	1.04083408558608e-16	0	2.70960882813622e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
hs:hs1:1000:0:2022	hs	hs1	1000	0	2022	BG_files/J2022_hs1_1000u_0d_UCSC.psbg1.txt	52c7d606c0bb9881add73a9a4129a6123b1f40476b1869ac3e5247e14a078e1b	BG_files/J2022_hs1_1000u_0d_UCSC.psbg2.txt	6b124bdb38a33d0858408f9d34047937aa602f40fe116a5f3188e4de9081b6e2	39591	39591	841	841	841	0	0	1	1	1.43893352775436e-17	1.11022302462516e-15	3.67159071015305e-18	1.04083408558608e-16	0	2.76603127870219e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm10:200:50:2022	mm	mm10	200	50	2022	BG_files/J2022_mm10_200u_50d_UCSC.psbg1.txt	29b16bcb52c50713ef23b1e5c623cc6ce663aa56a563ea96cc832e3f7998c1c6	BG_files/J2022_mm10_200u_50d_UCSC.psbg2.txt	9c38c93b5e0658ace3c297a1cbf1bd5425db7bc1e273a9f3ffd846cac4bba71f	31383	31383	841	841	841	0	0	1	1	9.50488201819397e-18	9.99200722162641e-16	5.08247163472872e-18	1.11022302462516e-16	0	2.47896634495204e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm10:450:50:2022	mm	mm10	450	50	2022	BG_files/J2022_mm10_450u_50d_UCSC.psbg1.txt	0d16ee3c9e25c85c503e02a89fce29f2236f1b9d6a4632b3360e78cabb4a0033	BG_files/J2022_mm10_450u_50d_UCSC.psbg2.txt	aab4d8d240bf6099ad95d071ff15fed3e8900bf4018573cb8bab91dd5668b917	31440	31440	841	841	841	0	0	1	1	9.50488201819397e-18	9.99200722162641e-16	4.18313817988224e-18	1.04083408558608e-16	0	2.28592391643036e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm10:500:0:2022	mm	mm10	500	0	2022	BG_files/J2022_mm10_500u_0d_UCSC.psbg1.txt	f5b84df79aa7fbae107e028d43134085e581d0e3791a0cf67c4fd86d112ac5ca	BG_files/J2022_mm10_500u_0d_UCSC.psbg2.txt	1a93ef250c93e0af4641a892a5a064464aa87b37e63c8102cb89c443b1ad223f	31443	31443	841	841	841	0	0	1	1	7.12866151364548e-18	9.99200722162641e-16	5.8580436049633e-18	1.11022302462516e-16	0	2.14845156037794e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm10:950:50:2022	mm	mm10	950	50	2022	BG_files/J2022_mm10_950u_50d_UCSC.psbg1.txt	6b0503ce3e830f658c54a43a1104f6ee548896bf7930e7f0a0352208c261c90b	BG_files/J2022_mm10_950u_50d_UCSC.psbg2.txt	fa463ab629a2a7bccd971e7a2fc52a3de956d32f2afaa7cd258137e3920fc397	31504	31504	841	841	841	0	0	1	1	5.94055126137123e-18	9.99200722162641e-16	4.24089353936779e-18	1.11022302462516e-16	0	3.08661992231901e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm10:1000:0:2022	mm	mm10	1000	0	2022	BG_files/J2022_mm10_1000u_0d_UCSC.psbg1.txt	51b740845c1fb960ad8d48a7064cc11f4b9ebe264f5686689fb357165586edf4	BG_files/J2022_mm10_1000u_0d_UCSC.psbg2.txt	92954888b8d321d6cda8a47e0df86b57799aae693039646828190cb147615722	31508	31508	841	841	841	0	0	1	1	1.66335435318394e-17	9.99200722162641e-16	4.07587822655193e-18	1.11022302462516e-16	0	2.91877774665686e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm39:200:50:2022	mm	mm39	200	50	2022	BG_files/J2022_mm39_200u_50d_UCSC.psbg1.txt	1e62dd2ebbd0eeb8357893f5fd62c9b3ac466940089e4195757b4d025ef6e8c0	BG_files/J2022_mm39_200u_50d_UCSC.psbg2.txt	fad59e18942acc16dbccab92461e9221e936ce9ec9471a47490860dfd83be6b6	33248	33248	841	841	841	0	0	1	1	1.30692127750167e-17	9.99200722162641e-16	3.91911367937685e-18	1.11022302462516e-16	0	2.77497750396307e-14	0.999999999999998	1	1	0.999999999999998	1	0	0	0
mm:mm39:450:50:2022	mm	mm39	450	50	2022	BG_files/J2022_mm39_450u_50d_UCSC.psbg1.txt	e227c71d3446779bac6e16f35ecbdb13a7d20da8fb26d6833deacfceea94ef39	BG_files/J2022_mm39_450u_50d_UCSC.psbg2.txt	c5ee821d703099b7f05bbc35ba81d031405af13dcd48be3bbb202446be9f1d5d	33308	33308	841	841	841	0	0	1	1	9.50488201819397e-18	9.99200722162641e-16	4.78544407166016e-18	1.11022302462516e-16	0	2.41221222125509e-14	0.999999999999998	1	1	0.999999999999998	1	0	0	0
mm:mm39:500:0:2022	mm	mm39	500	0	2022	BG_files/J2022_mm39_500u_0d_UCSC.psbg1.txt	ad541c04cdfcc70aecfb2afd08ddf80f04b270df0087316af03dae83b8ceb1e0	BG_files/J2022_mm39_500u_0d_UCSC.psbg2.txt	9923caa19670fe6029001f9ee476c101563c48abff81989749c247be71dafdd6	33312	33312	841	841	841	0	0	1	1	1.06929922704682e-17	9.99200722162641e-16	3.46532156913322e-18	1.11022302462516e-16	0	2.60366198542408e-14	0.999999999999998	1	1	0.999999999999998	1	0	0	0
mm:mm39:950:50:2022	mm	mm39	950	50	2022	BG_files/J2022_mm39_950u_50d_UCSC.psbg1.txt	ba7014d6d11ab6ee67d80bf4de06be86399be58a5e251207425bb7a66d2ae781	BG_files/J2022_mm39_950u_50d_UCSC.psbg2.txt	d334072fb2caa9f7b05318063c2de0a4381e4611fbe6a1e47a88c09e09a83dfd	33374	33374	841	841	841	0	0	1	1	8.31677176591972e-18	9.99200722162641e-16	3.89436138245447e-18	1.11022302462516e-16	0	2.3740353954843e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
mm:mm39:1000:0:2022	mm	mm39	1000	0	2022	BG_files/J2022_mm39_1000u_0d_UCSC.psbg1.txt	996a60a450d7115ed16c97a396c590e89bd7e3a4981cbb01df7c00adc01044e2	BG_files/J2022_mm39_1000u_0d_UCSC.psbg2.txt	dcab192cc75b9d04024357af2ddd49216aa2aa01432a8e3eb8b204fcc49e2360	33378	33378	841	841	841	0	0	1	1	9.50488201819397e-18	9.99200722162641e-16	4.7359394778154e-18	1.04083408558608e-16	0	2.84132385963441e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
sc:sacCer3:200:50:2022	sc	sacCer3	200	50	2022	BG_files/J2022_sacCer3_200u_50d_UCSC.psbg1.txt	e5fab78375e63f0dd5d6b8ed4bd1346a4a139ac88f6379116cbd364f20770f1f	BG_files/J2022_sacCer3_200u_50d_UCSC.psbg2.txt	e89736815bd8e2e0b595a096125e26bf7e131da5de067d47e5b1c0476b5e8e2f	6544	6544	179	179	179	0	0	1	1	2.23285077578244e-17	9.99200722162641e-16	5.5433621690432e-18	1.04083408558608e-16	0	2.58532088795604e-14	1	1	1	0.999999999999998	1	0	0	0
sc:sacCer3:450:50:2022	sc	sacCer3	450	50	2022	BG_files/J2022_sacCer3_450u_50d_UCSC.psbg1.txt	1cfe213376f9752d83eda47568b598a3e8848f58f675903de4fbd888192f27a2	BG_files/J2022_sacCer3_450u_50d_UCSC.psbg2.txt	bbe27d2667b4e6c59d0ac650764671babd1208b94f94ec981f99f40212392e69	6570	6570	179	179	179	0	0	1	1	1.67463808183683e-17	9.99200722162641e-16	4.96189061284986e-18	1.04083408558608e-16	0	2.25817935227473e-14	1	1	1	0.999999999999999	1	0	0	0
sc:sacCer3:500:0:2022	sc	sacCer3	500	0	2022	BG_files/J2022_sacCer3_500u_0d_UCSC.psbg1.txt	a7704968d66d0784b2e2e27bce73e19bdc6ad973ba242437638ba9d8cacc58a7	BG_files/J2022_sacCer3_500u_0d_UCSC.psbg2.txt	7b226e1779f8de29cac2c54f87751c818ced50872c3239eb970793dcf3dd1256	6571	6571	179	179	179	0	0	1	1	1.67463808183683e-17	9.99200722162641e-16	8.37319040918414e-18	1.11022302462516e-16	0	2.90421438405106e-14	1	1	1	0.999999999999998	1	0	0	0
sc:sacCer3:950:50:2022	sc	sacCer3	950	50	2022	BG_files/J2022_sacCer3_950u_50d_UCSC.psbg1.txt	609190c85d7dc812116d8bfb2af77b793d83b3b4107657b0c43f2a16bb4567f4	BG_files/J2022_sacCer3_950u_50d_UCSC.psbg2.txt	af5b5033e99b4892ccf0f1c903572724d054f7501fe6f6703d5eafe796453ab6	6571	6571	179	179	179	0	0	1	1	5.58212693945609e-18	9.99200722162641e-16	6.841981977875e-18	1.11022302462516e-16	0	1.66895701788914e-14	1	1	1	0.999999999999997	1	0	0	0
sc:sacCer3:1000:0:2022	sc	sacCer3	1000	0	2022	BG_files/J2022_sacCer3_1000u_0d_UCSC.psbg1.txt	64a01cfb04e70bb364c8354a43ff3747f656e22d3092e9ee79f9ca8bb20ed9f0	BG_files/J2022_sacCer3_1000u_0d_UCSC.psbg2.txt	1894fa92a3df130ee8742d16fb4d5f348f261951f26918d6aa9d5ffb8f9e95a1	6571	6571	179	179	179	0	0	1	1	2.23285077578244e-17	9.99200722162641e-16	5.07333932778692e-18	1.04083408558608e-16	0	2.72362578427771e-14	1	1	1	0.999999999999998	1	0	0	0
at:TAIR9:200:50:2022	at	TAIR9	200	50	2022	BG_files/J2022_TAIR9_200u_50d_TAIR.psbg1.txt	3c75f2fd45da3bb1e7cea7c86bb94ffec75556a635d1e24078b3cede492fcbb0	BG_files/J2022_TAIR9_200u_50d_TAIR.psbg2.txt	2d985c18a41f1fdc0af8e4d6effbb81c39ab3abd349f1b1d8f8bc5415af64447	36331	36331	656	656	656	0	0	1	1	9.13903099539001e-18	9.99200722162641e-16	4.6858689015715e-18	1.11022302462516e-16	0	2.18263427978216e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
at:TAIR9:450:50:2022	at	TAIR9	450	50	2022	BG_files/J2022_TAIR9_450u_50d_TAIR.psbg1.txt	224919d7fa04263976a942007992bf4bc96fc2f00a789d40138b38235befb7f0	BG_files/J2022_TAIR9_450u_50d_TAIR.psbg2.txt	50d39d9263c7c80bf0ec5503a9c4e36a34084657ef55198f5cc9a5dd11b5cbea	36368	36368	656	656	656	0	0	1	1	7.61585916282501e-18	9.99200722162641e-16	4.19401133063905e-18	1.04083408558608e-16	0	5.03534359282087e-14	0.999999999999998	1	1	0.999999999999997	1.00000000000001	0	0	0
at:TAIR9:500:0:2022	at	TAIR9	500	0	2022	BG_files/J2022_TAIR9_500u_0d_TAIR.psbg1.txt	2d45d553dbbaad05eba31c0aaad26953b3ee1e3eb109b219615f6d0289f15392	BG_files/J2022_TAIR9_500u_0d_TAIR.psbg2.txt	dfb462f45e234ba55e92d284fa8693c06e10116c0b73eb20fcc4a2628abcfa47	36371	36371	656	656	656	0	0	1	1	9.13903099539001e-18	9.99200722162641e-16	4.29449836125966e-18	1.11022302462516e-16	0	2.1405724259263e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
at:TAIR9:950:50:2022	at	TAIR9	950	50	2022	BG_files/J2022_TAIR9_950u_50d_TAIR.psbg1.txt	f04c6c37809a7550fa634e2080497788dca6955b0ad9644ab10c8afd55622fd2	BG_files/J2022_TAIR9_950u_50d_TAIR.psbg2.txt	c19383cf66d8544a6c55a691b3edb00990de67ee2d5bca66b03285a8a118ee85	36406	36406	656	656	656	0	0	1	1	9.13903099539001e-18	9.99200722162641e-16	5.04682889314289e-18	1.04083408558608e-16	0	2.61553840625906e-14	0.999999999999998	1	1	0.999999999999996	1.00000000000001	0	0	0
at:TAIR9:1000:0:2022	at	TAIR9	1000	0	2022	BG_files/J2022_TAIR9_1000u_0d_TAIR.psbg1.txt	e64cb7a5d71fc9cd42e80f7a4926c01335d0fba80d78cad52e572b679f8e8a19	BG_files/J2022_TAIR9_1000u_0d_TAIR.psbg2.txt	e9a9ca242f894f902018315ca8ca74e6d0f2633d410989218977654ea8103319	36405	36405	656	656	656	0	0	1	1	1.9801233823345e-17	9.99200722162641e-16	4.42142934730674e-18	1.11022302462516e-16	0	3.30287433966522e-14	0.999999999999998	1	1	0.999999999999996	1	0	0	0
dm:dm6:200:50:2024	dm	dm6	200	50	2024	BG_files/J2024_dm6_200u_50d_UCSC.psbg1.txt	3ab838ce7f3b78c82350afc42b7fb17a02f7972b9b838004769c33c18e8ed1b9	BG_files/J2024_dm6_200u_50d_UCSC.psbg2.txt	5b445038a80d38359b7fa5a840337b697ff7f28b70872cb5ae14eea95580a9c6	22400	22400	286	286	286	0	0	1	1	6.98741763750099e-18	9.99200722162641e-16	4.97368269336008e-18	1.11022302462516e-16	0	1.92887510069991e-14	0.999999999999998	1	1	0.999999999999998	1	0	0	0
dm:dm6:450:50:2024	dm	dm6	450	50	2024	BG_files/J2024_dm6_450u_50d_UCSC.psbg1.txt	9094990dcae56bed324ee64ba7f0be5d5d808c7bf6fbcb35447db3a022f8e481	BG_files/J2024_dm6_450u_50d_UCSC.psbg2.txt	5e4f96039597f9a5625e3ec9e1ed1f9d120e008d285818ab3201c413aafb13f1	22454	22454	286	286	286	0	0	1	1	0	0	5.91989549843833e-18	1.11022302462516e-16	0	0	0.999999999999998	1	1	0.999999999999997	1	0	0	0
dm:dm6:500:0:2024	dm	dm6	500	0	2024	BG_files/J2024_dm6_500u_0d_UCSC.psbg1.txt	94a8639ce9d5a837fa28cd6f2f2d44fb7fcc4a142f7df2171e8367501f6a583a	BG_files/J2024_dm6_500u_0d_UCSC.psbg2.txt	5cca7fe7010227a32459fd8fef92395ce18581e00e3d90ec2674be9aff174cef	22460	22460	286	286	286	0	0	1	1	3.49370881875049e-18	9.99200722162641e-16	4.65827842500066e-18	1.11022302462516e-16	0	2.08093767119716e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
dm:dm6:950:50:2024	dm	dm6	950	50	2024	BG_files/J2024_dm6_950u_50d_UCSC.psbg1.txt	1ed139ce227312cc49344a188cea6451a7afb43e58f2f35a77e5d1c23f584af6	BG_files/J2024_dm6_950u_50d_UCSC.psbg2.txt	b8c6c3fc4ee3de16de8289fc9e93812c0f11a182717dfca6169a83881b184885	22511	22511	286	286	286	0	0	1	1	6.98741763750099e-18	9.99200722162641e-16	6.32021630058683e-18	1.04083408558608e-16	0	2.151791740732e-14	0.999999999999997	1	1	0.999999999999996	1	0	0	0
dm:dm6:1000:0:2024	dm	dm6	1000	0	2024	BG_files/J2024_dm6_1000u_0d_UCSC.psbg1.txt	79f0fd1cedde60e3ec6c2ce4645cd20bb3bb956fb0dd68a8834b50e508099f4c	BG_files/J2024_dm6_1000u_0d_UCSC.psbg2.txt	b4a1f3513834bfa44b1d32e4a6796ed9c846f04844f28195486b52791c00d0ab	22513	22513	286	286	286	0	0	1	1	1.74685440937525e-17	9.99200722162641e-16	7.61822617421982e-18	1.11022302462516e-16	0	4.07413002536905e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
hs:hg38:200:50:2024	hs	hg38	200	50	2024	BG_files/J2024_hg38_200u_50d_UCSC.psbg1.txt	db173960a7e97f616ed60b19db917bfbe8e28969ace0b6ed6c6a3cb3eae37249	BG_files/J2024_hg38_200u_50d_UCSC.psbg2.txt	15be78d01840185d10248a3ffa9b1eb57b99d16f29e89738192e5f32cd9aa01d	39438	39719	879	879	879	0	0	0.999999767745537	0.999997699740174	3.45437171152348e-05	0.000135598413324001	2.67922460844714e-05	0.000147185523947602	0.00131092514784768	0.00167637197317576	0.998959653597661	1.0002032909849	1.00145463736883	0.998467049829074	1.00197326069042	0	281	0.0071251077640854
hs:hg38:450:50:2024	hs	hg38	450	50	2024	BG_files/J2024_hg38_450u_50d_UCSC.psbg1.txt	db59de5123b1fa4c472828068525023b194d8c83606735dae82d4b027ab20ee3	BG_files/J2024_hg38_450u_50d_UCSC.psbg2.txt	500eee79410b85aca2f6953311185e60ea5e9d705f400c3dc1b2284b5e0d4d96	39518	39799	879	879	879	0	0	0.999999855119598	0.999997930745239	2.49625466886621e-05	0.000107562205130085	1.98661913501617e-05	0.0001259271682503	0.0011253980084161	0.00161851484465398	0.999076650480779	1.00009797719027	1.00107239666722	0.998500813673501	1.00215071991889	0	281	0.00711068373905562
hs:hg38:500:0:2024	hs	hg38	500	0	2024	BG_files/J2024_hg38_500u_0d_UCSC.psbg1.txt	4ee7e90ed525d1a0899286f2f3b434c9d9634978a0a13b158b6eb89bfc5868db	BG_files/J2024_hg38_500u_0d_UCSC.psbg2.txt	f3bbb082830406325fbbdf43d2d2486f2b82ec8d546a3e8c396daf582ac0830d	39524	39805	879	879	879	0	0	0.999999862756199	0.999998073592171	2.41518250661953e-05	0.000120235002985969	2.00902061505561e-05	0.000131431763473702	0.00106535409056707	0.00185549397247268	0.999054596339269	1.00011216401381	1.00094600685266	0.998709272850857	1.00226381558787	0	281	0.00710960429106366
hs:hg38:950:50:2024	hs	hg38	950	50	2024	BG_files/J2024_hg38_950u_50d_UCSC.psbg1.txt	0749113451626b6a4e1cc3c50453ae364ba8ce80e48a5232c4be46d409104aa1	BG_files/J2024_hg38_950u_50d_UCSC.psbg2.txt	baf4ea1bbcbd6baf579028bc41f133580fd1bd087117a45f26a65332f80f99ca	39583	39864	879	879	879	0	0	0.999999897948002	0.999997823830233	2.15687617793357e-05	0.000120916381159075	1.586120817494e-05	9.60902260659993e-05	0.00101039550138654	0.00178917048106974	0.999042601672325	1.00000203493393	1.00091469400304	0.998354389438071	1.00176860592691	0	281	0.00709900714953389
hs:hg38:1000:0:2024	hs	hg38	1000	0	2024	BG_files/J2024_hg38_1000u_0d_UCSC.psbg1.txt	50a7287f0c06e147fa1cd3ba1a9b66da8f0e609895e2c4dee1884526dae85716	BG_files/J2024_hg38_1000u_0d_UCSC.psbg2.txt	9467ab82e0e590b78aa5854f9ccfec944b1f4d2e205d79a900e4a036ce626ce0	39581	39862	879	879	879	0	0	0.999999887588707	0.99999779138917	2.34660466625575e-05	0.000118494236360012	1.60786850187689e-05	9.57171323998016e-05	0.00107094852408548	0.00203564719254603	0.999008986785426	0.99997234225308	1.00083989115185	0.998707910204967	1.00177152062572	0	281	0.0070993658573558
hs:hs1:200:50:2024	hs	hs1	200	50	2024	BG_files/J2024_hs1_200u_50d_UCSC.psbg1.txt	3b85d10ab2c9f15a96cfecc29e50df8141ac8353a6cfc89056f9bbb69a89bdfc	BG_files/J2024_hs1_200u_50d_UCSC.psbg2.txt	dae11a05ebc36bbd7176018afda45d3a89c078bcf3aaf23f3136ec9b39b157c5	39405	39405	879	879	879	0	0	1	1	4.54698849675832e-18	9.99200722162641e-16	3.83652154413983e-18	1.11022302462516e-16	0	1.80811522603504e-14	0.999999999999999	1	1	0.999999999999998	1	0	0	0
hs:hs1:450:50:2024	hs	hs1	450	50	2024	BG_files/J2024_hs1_450u_50d_UCSC.psbg1.txt	addf66427619426d03866c3179507fe3f904a752afb1e0578300da1c90990038	BG_files/J2024_hs1_450u_50d_UCSC.psbg2.txt	3c366be416b98f971285ad3997d2d077fe20dc22e69a74c568b830e25825bd47	39500	39500	879	879	879	0	0	1	1	7.95722986932706e-18	9.99200722162641e-16	3.41024137256874e-18	1.11022302462516e-16	0	2.27444204905996e-14	0.999999999999998	1	1	0.999999999999997	1	0	0	0
hs:hs1:500:0:2024	hs	hs1	500	0	2024	BG_files/J2024_hs1_500u_0d_UCSC.psbg1.txt	595e56b32ae7dd23f7947301cdb11e1236f614f00cb022a7b6e10268a5eec90f	BG_files/J2024_hs1_500u_0d_UCSC.psbg2.txt	07381af854b8db2853d3e582cbc216f2189ea58b1b7a8c6f9ce90f7fe8cfec4f	39503	39503	879	879	879	0	0	1	1	8.08353510534812e-18	1.11022302462516e-15	4.65750557827675e-18	1.11022302462516e-16	0	2.18162270568521e-14	0.999999999999999	1	1	0.999999999999997	1	0	0	0
